rn,skillscoremean_X1,skillscoremean_X2,skillscoremean_X3,skillscoremean_total,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,h_X_1_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,beta.scale,rho,lambda,omega,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
empirical_independence,0,0,0,0,0.278150971542689,0.836284674248885,0.45096835066457,0.521801332152048,0.322447040724796,0.545359339710147,0.417481675293651,0.428429351909531,0.344623910488095,0.691687465870989,0.400632380895736,0.509163910290747,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.07699999999977,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571321Z
Gaussian,0.850974774367068,0.641934113987547,0.54731124336492,0.680073377239845,0.0481975080468591,0.292963494807838,0.250878012461491,0.19734633843873,0.0480527429986841,0.19527457516848,0.188989260506613,0.144105526224592,0.0461240212275619,0.128405043097354,0.135837214685055,0.130031276615243,,,,,,,,7.08600000000024,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571321Z
copula,0.770044151508617,0.828804285832317,0.785439943349749,0.794762793563561,0.064946860771883,0.129390149844865,0.102441453607471,0.0989261547414065,0.0741485828434062,0.0933631816396948,0.0895748919014473,0.0856955521281828,0.0960513225808556,0.107165176927093,0.0733544816089607,0.0933174803400152,,,,,,,,10.8030000000003,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571321Z
treeSHAP,-0.180815143371226,-0.460171096365483,-0.262717660807863,-0.301234633514858,0.337675999672996,1.32842819928942,0.668562690308832,0.778222296423748,0.380750348623078,0.796317944977721,0.527161484456947,0.568076592685915,0.372034403041055,0.691922101552296,0.382798512958277,0.531585239201677,,,,,,,,0.0309999999999491,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571321Z
empirical_sigma.01,0.770184191862928,0.720048844041043,0.730670038787818,0.740301024897263,0.050852319420029,0.0554569127438724,0.144599112299056,0.0836361148209858,0.0556267332235358,0.0651233958201097,0.0722866491560753,0.0643455927332402,0.0547469563090944,0.0780945714657421,0.102777094799976,0.0809686655888052,0.1,0.1,0.1,0.1,0.1,0.1,,16.514,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571342Z
empirical_AIC_each_k,0.786358766258979,0.764856702613658,0.776603869310588,0.775939779394408,0.0509407947235062,0.0472407045302421,0.117817818545777,0.0719997725998416,0.0517116903801962,0.0547000064267695,0.0599582669870442,0.0554566545980033,0.0523566034944417,0.0569132138866071,0.0729498779683366,0.0612682413001531,0.228188107238916,0.228188107238916,0.228188107238916,0.168081460521416,0.168081460521416,0.168081460521416,,1778.07,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571342Z
empirical_AIC_full,0.756417011408765,0.725607089495507,0.752950220199618,0.744991440367963,0.0579832335970132,0.0594473317145493,0.159238646051332,0.0922230704542981,0.05895906828165,0.0638304137727362,0.0663067735804066,0.0630320852115976,0.0730059563289432,0.0546781344452903,0.0907130835195579,0.0740850492709616,0.0830752097502475,0.25875309109734,0.221333857576845,0.210288680698976,0.114477191525186,0.21870817572835,,1589.939,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571342Z
empirical_independence,0,0,0,0,0.209506614356726,0.204852624030255,0.427003140553497,0.280454126313493,0.242049203118167,0.232624136153441,0.268394384459613,0.24768924124374,0.210489713936345,0.226397335913761,0.199034390888136,0.212102131086123,Inf,Inf,Inf,Inf,Inf,Inf,Inf,13.2440000000001,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571342Z
Gaussian,0.49630464034929,0.366391232601786,0.543124498089974,0.468606790347017,0.13348778018477,0.144629029186471,0.185638660371189,0.15458515658081,0.121919060417773,0.147392692175256,0.122622819109818,0.130644857234282,0.130466290651913,0.106122238069456,0.111603363005261,0.116745569500421,,,,,,,,12.5699999999997,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571342Z
copula,0.370502557270768,0.367804835722809,0.446412914622471,0.394906769205349,0.157590375912433,0.143807847468428,0.240141645867534,0.180513289749465,0.152369354377535,0.147063853970364,0.148579665024693,0.149337624457531,0.133225499809581,0.129446821883578,0.120047914976224,0.127285502111161,,,,,,,,17.5889999999999,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571342Z
treeSHAP,0.27117284580951,-0.145507791652753,-0.11550944032117,0.00338520461186236,0.163616561344904,0.283755045725245,0.509841038801483,0.319070881957211,0.17641203188269,0.266472760490258,0.299396469593888,0.247427087322278,0.158567215663899,0.211563049075425,0.200445864988044,0.197887600747421,,,,,,,,0.0570000000002437,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571342Z
empirical_sigma.01,0.474877907958951,0.52468511680655,0.506681301313801,0.502081442026434,0.0828071713119127,0.072342521837957,0.0796698404915844,0.0782731778804847,0.0847903292521943,0.0735429397292391,0.0783866040578065,0.0789066243464133,0.114998345916702,0.0855537337576893,0.114489002214283,0.105657571692263,0.1,0.1,0.1,0.1,0.1,0.1,,9.05400000000003,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571337Z
empirical_AIC_each_k,0.649734456153269,0.693415013686419,0.701164428649403,0.68143796616303,0.056466494190248,0.0467295305346196,0.0485350506780836,0.0505770251343171,0.0565566203338131,0.0474362616606152,0.0474839199735021,0.0504922673226435,0.0895878513978178,0.061203274703252,0.0529224846423771,0.0695952293892591,0.167075378967101,0.167075378967101,0.167075378967101,0.229068795679634,0.229068795679634,0.229068795679634,,2156.31,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571337Z
empirical_AIC_full,0.659169285762184,0.673292944956001,0.645837521231527,0.659433250649904,0.056893594681924,0.0513441109266243,0.0573140392384361,0.0551839149489948,0.055033198788418,0.0505496421588784,0.0562751707350441,0.0539526705607802,0.0749949021254993,0.06515981932495,0.0574154362901854,0.0660724396650532,0.257242409594192,0.249724322688782,0.106409732131423,0.241869701024148,0.183191502398356,0.263570184335384,,2096.246,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571337Z
empirical_independence,0,0,0,0,0.153689782842383,0.145338348736202,0.149061204960357,0.149363112179647,0.161467838693723,0.154724672695148,0.158896478618315,0.158362996669062,0.1263188480068,0.11194031511787,0.135131814790619,0.12444307774317,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.9389999999994,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571337Z
Gaussian,0.214034244856822,0.0828041993204725,0.161698032826474,0.15284549233459,0.137686325782925,0.146098225352463,0.143714833434174,0.142499794856521,0.126908191770249,0.141912820057504,0.133203230602679,0.134008080810144,0.106871858517933,0.0915489275786657,0.116230381068648,0.105203608704296,,,,,,,,7.10400000000027,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571337Z
copula,0.113983112165265,0.114847170590143,0.124736510545768,0.117855597767059,0.148417766625509,0.139726175727432,0.144379789008321,0.144174577120421,0.143063231924813,0.136954981815624,0.139076286337456,0.139698166692631,0.105358290079775,0.0947432468418059,0.118005571883723,0.106134865453211,,,,,,,,11.1279999999997,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571337Z
treeSHAP,0.223605220281854,0.106847166527742,-0.0903178646567017,0.0800448407176315,0.126095169101197,0.146832193223696,0.171179196451683,0.148035519592192,0.125362787054178,0.138192779825739,0.17324766926859,0.145601078716169,0.107089817963289,0.098483922732298,0.121123097895971,0.110802094104378,,,,,,,,0.0270000000000437,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1235,DIQgK,2019-01-21T08:37:56.571337Z
empirical_sigma.01,0.934152095462292,0.928471355717683,0.908977518186066,0.92386698978868,0.0400196378813102,0.197478631992813,0.13749828630838,0.124998852060834,0.0433331624232166,0.100823973940491,0.0877003469289194,0.0772858277642089,0.0589289794033679,0.0780407181194518,0.0717434005091694,0.0740113949809301,0.1,0.1,0.1,0.1,0.1,0.1,,7.39400000000023,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1236,f3qIP,2019-01-21T09:30:23.139611Z
empirical_AIC_each_k,0.920277383796054,0.92271811670984,0.897991427671047,0.913662309392313,0.0429291504657557,0.196323677185264,0.136821614796653,0.125358147482558,0.0524638270727511,0.108933514189999,0.0982854675536155,0.0865609362721218,0.0839345125611546,0.108591080490713,0.108070571231115,0.103471063804704,0.107926615740099,0.107926615740099,0.107926615740099,0.0761127950527343,0.0761127950527343,0.0761127950527343,,1464.392,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1236,f3qIP,2019-01-21T09:30:23.139611Z
empirical_AIC_full,0.924112128428745,0.920630851793575,0.893260027747422,0.912667669323248,0.0459140132591003,0.216050775195083,0.158835238562598,0.14026667567226,0.049940259873664,0.111875641020947,0.102844181032881,0.0882200273091641,0.0622531481262731,0.106428781652331,0.120118155122638,0.102760227820217,0.115370762178213,0.117333029254269,0.0675612528496621,0.0811841180356208,0.052654469372777,0.101481523651403,,1518.009,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1236,f3qIP,2019-01-21T09:30:23.139611Z
empirical_independence,0,0,0,0,0.468642347356206,2.39314920914499,1.3968798984452,1.4195571516488,0.65807959611534,1.4095608123446,0.963502040168436,1.01038081620946,0.689559623640052,1.40959359771879,0.776512517996078,1.05380700697471,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.17599999999948,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1236,f3qIP,2019-01-21T09:30:23.139611Z
Gaussian,0.905777531083565,0.924381099530132,0.89401180171586,0.908056810776519,0.0655234141134764,0.148754155770448,0.143225694166609,0.119167754683511,0.0620058842895179,0.106589438774913,0.102119845280545,0.0902383894483254,0.0586572791996304,0.0890691307759924,0.0927437524709308,0.08376834663753,,,,,,,,7.26199999999972,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1236,f3qIP,2019-01-21T09:30:23.139611Z
copula,0.920078515444584,0.950087266902356,0.932803273298832,0.934323018548591,0.0411619268686587,0.116869614450645,0.131942331960153,0.096657957759819,0.0525946982771664,0.0703550326114535,0.0647441832692167,0.0625646380526122,0.0501568487894554,0.0559529469999202,0.0601346147515507,0.0558750034668684,,,,,,,,11.085,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1236,f3qIP,2019-01-21T09:30:23.139611Z
treeSHAP,-0.0385296971171636,-0.0417077701117824,-0.021394392856367,-0.0338772866951043,0.642786028711256,2.88334228303211,1.59563190920374,1.70725340698237,0.683435203632649,1.46835045066445,0.98411558133371,1.04530041187694,0.601411239052406,1.31113925975188,0.745279965427747,0.988820954757302,,,,,,,,0.0200000000004366,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1236,f3qIP,2019-01-21T09:30:23.139611Z
empirical_sigma.01,0.888663657709955,0.922651445972805,0.889016550384422,0.900110551355728,0.0365315811615466,0.051776643603757,0.0941726905248331,0.0608269717633789,0.0391882088086032,0.0428799323789473,0.0483473152178943,0.0434718188018149,0.0438352028228377,0.0505917660626849,0.0580470472461207,0.0511227668174072,0.1,0.1,0.1,0.1,0.1,0.1,,13.502,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1236,5bLhT,2019-01-21T09:38:38.405594Z
empirical_AIC_each_k,0.880574985085401,0.930181495075476,0.885919623512594,0.898892034557824,0.0334743533134924,0.129934353725353,0.086398839603447,0.0832691822140974,0.0420352629265631,0.0387054781775262,0.049696418171512,0.0434790530918671,0.0782417777207158,0.0421989776950124,0.0883687442727652,0.072273116321761,0.152276507386993,0.152276507386993,0.152276507386993,0.108527508002622,0.108527508002622,0.108527508002622,,1330.781,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1236,5bLhT,2019-01-21T09:38:38.405594Z
empirical_AIC_full,0.832404005242736,0.869913462943943,0.852904107422435,0.851740525203038,0.0585029057081842,0.0973575346585311,0.224881161716032,0.126913867360916,0.0589905030373942,0.0721164342699147,0.064078846984288,0.065061928097199,0.0604273783121749,0.0806388994950861,0.0707610996050897,0.0710579765952782,0.064961662415275,0.177471539924045,0.10426565360967,0.123372472135932,0.0542970528569643,0.149960784366912,,1775.671,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1236,5bLhT,2019-01-21T09:38:38.405594Z
empirical_independence,0,0,0,0,0.30755380724883,1.43128279352904,0.63938187792165,0.79273949289984,0.351980386660387,0.554372772939895,0.435626351364629,0.447326503654971,0.388737562292809,0.642249172303624,0.389084790066795,0.493612939987987,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.30699999999979,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1236,5bLhT,2019-01-21T09:38:38.405594Z
Gaussian,0.827116144096868,0.651560404505077,0.588893645369612,0.689190064657185,0.0532032521318962,0.399427091002237,0.263775551293784,0.238801964809305,0.0608517264481232,0.193165424756576,0.17908876129045,0.144368637498383,0.0686222943557212,0.152850248316007,0.162853432312413,0.146998067698251,,,,,,,,7.01900000000023,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1236,5bLhT,2019-01-21T09:38:38.405594Z
copula,0.825917395788841,0.824585364454245,0.778764508998347,0.809755756413811,0.0580218388115631,0.109386814078071,0.136562998879648,0.101323883923094,0.0612736623410909,0.0972450979217416,0.0963760097374126,0.084964923333415,0.065812473495189,0.109136408203792,0.0711629609418365,0.0856520019479597,,,,,,,,11.1939999999995,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1236,5bLhT,2019-01-21T09:38:38.405594Z
treeSHAP,-0.178209710382198,-0.459523709245299,-0.337043024742984,-0.324925481456827,0.361892078037541,2.28269611634428,1.02070005832316,1.22176275090166,0.414706709427349,0.809120205865838,0.582451174486314,0.602092696593167,0.350064780307447,0.722937697954035,0.440425646532053,0.551412631816099,,,,,,,,0.0389999999997599,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1236,5bLhT,2019-01-21T09:38:38.405594Z
empirical_sigma.01,0.730547066845866,0.661753379885992,0.743375387567073,0.71189194476631,0.057408531630136,0.0860317759006107,0.127048396245175,0.0901629012586407,0.0652504998452991,0.0780614856071198,0.063837582389276,0.0690498559472316,0.101801372812209,0.111169436274859,0.0646605673053494,0.0945981341490595,0.1,0.1,0.1,0.1,0.1,0.1,,7.45499999999993,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1236,UO4Xs,2019-01-21T09:40:28.310588Z
empirical_AIC_each_k,0.801607571689244,0.758943522377748,0.803115808871988,0.787888967646327,0.0446985845183696,0.0579077739683116,0.131801351554512,0.0781359033470645,0.0480425466565416,0.0556316771238394,0.0489766381062356,0.0508836206288722,0.0614375575904396,0.0742535170149995,0.0514430553105747,0.0629525836147669,0.174295446324957,0.174295446324957,0.174295446324957,0.161932866144908,0.161932866144908,0.161932866144908,,1653.17,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1236,UO4Xs,2019-01-21T09:40:28.310588Z
empirical_AIC_full,0.738937678874561,0.68188195895173,0.783500831247567,0.734773489691286,0.0584397044456919,0.0776572736962688,0.169593608819326,0.101896862320429,0.0632186361633135,0.0734161567506117,0.0538560327141479,0.0634969418760244,0.0957315616140564,0.126946720209887,0.0648483035699405,0.0991297695194834,0.103358513458865,0.194339426284437,0.177512699369296,0.161277998483887,0.114251940814639,0.223960362850092,,1591.307,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1236,UO4Xs,2019-01-21T09:40:28.310588Z
