trend,cosyear,sinyear,temp,atemp,windspeed,hum
56,0.570242292691787,0.821476553302414,5.2775,2.624672,12.500257,53.7917
57,0.556017436657045,0.831170626365808,8.143466,7.173194,8.391616,68
58,0.541627820655981,0.840618405634478,11.141831,10.407788,19.408962,87.6364
59,0.527077708642372,0.849817091527528,4.533349,1.416014,14.500475,53.5
60,0.512371412128424,0.858763958275803,7.745,5.124686,20.624811,44.9583
61,0.497513288907181,0.867456354729597,1.321651,-2.791222,15.125518,31.8333
62,0.482507741761219,0.875891705144243,4.298349,0.874814000000001,13.624182,61.0417
63,0.467359217158002,0.884067509943364,10.055849,8.999414,16.875357,78.9167
64,0.452072203932304,0.891981346459549,9.696534,8.172632,23.000229,94.8261
65,0.436651231956064,0.899630869652243,4.301733,-0.261574,22.870584,55.1304
66,0.42110087079609,0.907013812802636,5.7475,3.9584,8.08355,42.0833
67,0.405425728359997,0.914127988185334,5.904151,2.916128,14.75005,77.5417
68,0.389630449530788,0.920971287716635,10.287277,9.454088,17.545759,0
69,0.373719714790469,0.927541683579197,6.876534,4.13,15.60899,64.9565
70,0.357698238833126,0.933837228822925,7.470849,5.4995,14.791925,59.4583
71,0.341570769167856,0.939856057941895,10.064356,9.086006,18.130468,52.7391
72,0.32534208471198,0.945596387427143,7.285199,5.912,9.174042,49.6957
73,0.309016994374947,0.951056516295153,6.917377,4.999748,12.348703,65.5652
74,0.292600335633349,0.956234826591906,9.165199,8.21738,13.608839,77.6522
75,0.276096973097469,0.961129783872301,11.505,11.081978,14.041793,60.2917
76,0.2595117970698,0.965739937654855,17.38,18.782594,15.478139,52.5217
77,0.242849722095936,0.970063921851507,14.2075,14.79065,24.667189,37.9167
78,0.226115685508288,0.97410045517242,7.6275,5.4995,13.917307,47.375
79,0.209314645963049,0.977848341505657,12.230445,11.04251,19.348461,73.7391
80,0.19245158197083,0.981306470271609,12.758349,13.082372,15.12525,62.4583
81,0.175531490421428,0.984473816752092,8.306979,6.303974,15.695487,83.9565
82,0.158559385103135,0.987349442393986,5.395,1.874978,16.333729,80.5833
83,0.141540295217043,0.989932495087353,4.415849,0.916591999999998,15.458575,49.5
84,0.124479263886789,0.992222209417932,4.494151,0.999686000000001,14.041257,39.4167
85,0.107381346664163,0.994217906893952,3.893021,0.522373999999999,12.3481,49.3913
86,0.0902516100310412,0.995918996147179,4.424356,0.999884000000002,14.217668,30.2174
87,0.0730951298980776,0.997324973108156,6.2175,3.331928,15.208732,31.4167
88,0.0559169901006033,0.998435421155564,6.1,3.6251,11.583496,64.6667
89,0.0387222808921745,0.999250011239683,4.611651,0.999949999999998,14.582282,91.8333
90,0.0215160974362223,0.999768501979891,6.1,2.707964,17.333436,68.625
91,0.00430353829624429,0.99999073973619,6.805,4.832042,13.208782,65.375
92,-0.012910296075009,0.999916658654738,9.781651,8.998622,12.208271,48
93,-0.0301203048469081,0.999546280687357,18.946651,19.833314,25.833257,42.625
94,-0.0473213883224319,0.998879715585034,11.465849,10.2911,26.000489,64.2083
95,-0.0645084494493162,0.997917160865392,10.369151,9.582128,17.625221,47.0833
96,-0.0816763953304224,0.99665890175417,12.5625,12.623936,10.874904,60.2917
97,-0.0988201387328714,0.995105311100698,7.784151,5.415614,15.208464,83.625
98,-0.1159345995955,0.993256849267414,8.0975,6.540914,8.916561,87.75
99,-0.133014706534196,0.991114063993455,12.053349,12.164642,9.833389,85.75
100,-0.150055398344653,0.988677590232341,19.995644,21.304322,21.739758,71.6956
101,-0.167051625502119,0.98594814996383,15.6175,16.541564,18.416893,73.9167
102,-0.18399835165768,0.982926551979982,11.3875,11.540678,16.791339,81.9167
103,-0.200890555130635,0.97961369164549,13.9725,14.540972,7.4169,54.0417
104,-0.217723230396532,0.976010550632368,12.993349,13.166258,15.167125,67.125
105,-0.23449138957041,0.972118196629061,12.249151,12.082472,22.834136,88.8333
106,-0.251190063884819,0.967937783024064,13.463349,13.415936,20.334232,47.9583
107,-0.267814305162174,0.963470548564149,16.0875,17.207636,10.958989,54.25
108,-0.284359187281004,0.958717816987296,15.774151,16.291028,10.584057,66.5833
109,-0.300819807635668,0.953680996630446,19.965,21.249872,16.208975,61.4167
110,-0.317191288589106,0.948361580012172,13.580849,13.956872,21.792286,40.7083
111,-0.333468778918187,0.942761143390421,7.823349,5.248964,14.707907,72.9583
112,-0.349647455251228,0.936881346295431,13.62,13.707986,15.458575,88.7917
113,-0.365722523497269,0.930723931037979,19.338349,20.416358,12.875725,81.0833
114,-0.381689220266659,0.924290722193093,20.513349,21.917,12.417311,77.6667
115,-0.397542814282556,0.917583626059394,21.688349,23.209478,21.8755,72.9167
116,-0.413278607782904,0.910604630094216,21.14,21.959372,20.9174,83.5417
117,-0.428891937912483,0.903355802324685,21.0225,22.209314,21.500836,70.0833
118,-0.444378178104613,0.895839290734909,15.97,16.832558,16.084221,45.7083
119,-0.459732739452104,0.888057322629493,14.2075,14.625386,15.750025,50.3333
120,-0.47495107206705,0.880012203973536,13.228349,13.581464,7.125718,76.2083
121,-0.490028666429059,0.871706318709322,17.810849,19.166978,12.291418,73
122,-0.50496105472152,0.863142128049912,20.983349,22.417214,22.958689,69.7083
123,-0.519743812155515,0.854322169749827,11.465849,10.7069,22.042732,73.7083
124,-0.534372558280979,0.845249057353063,13.580849,13.166522,19.791264,44.4167
125,-0.548842958284719,0.835925479418637,14.520849,15.291722,15.292482,59
126,-0.563150724274919,0.82635419872391,16.44,17.832986,10.75015,54.125
127,-0.577291616551727,0.816538051445916,16.831651,18.249578,5.0007125,63.1667
128,-0.591261444863578,0.806479946320945,17.0275,18.666236,11.792,58.875
129,-0.605056069648849,0.796182863782616,17.0275,18.499586,7.749957,48.9167
130,-0.618671403262503,0.785649855078715,17.4975,18.8744,8.083014,63.2917
131,-0.632103411187349,0.774884041367041,17.145,18.541958,12.707689,74.75
132,-0.64534811322955,0.763888612790543,16.0875,16.6238,12.041575,86.3333
133,-0.658401584698049,0.752666827532008,16.479151,17.041514,9.04165,92.25
134,-0.671259957567531,0.741222010848596,18.4375,19.376,10.249593,86.7083
135,-0.68391942162461,0.729557554086488,19.1425,20.333792,8.500357,78.7917
136,-0.696376225596872,0.717676913675962,18.398349,19.542914,18.582718,83.7917
137,-0.70862667826446,0.705583610107178,17.85,18.792428,13.499964,87
138,-0.720667149553861,0.693281226886978,16.949151,17.708972,7.250271,82.9583
139,-0.732494071613579,0.680773409477017,17.223349,18.916772,8.375871,71.9583
140,-0.74410393987136,0.668063864213534,20.3175,21.75035,8.08355,62.6667
141,-0.75549331407268,0.655156357209085,20.395849,21.917,9.916536,74.9583
142,-0.766658819300159,0.642054713236564,21.688349,22.959536,15.667414,81
143,-0.777597146973627,0.628762814595835,23.02,23.917658,13.875164,74.0833
144,-0.788305055830525,0.615284599963328,23.059151,24.625772,10.333611,69.625
145,-0.798779372886365,0.601624063224923,25.291651,27.209408,13.376014,67.75
146,-0.809016994374947,0.587785252292473,24.038349,26.042528,16.125493,65.375
147,-0.81901488666808,0.573772267904325,22.824151,24.417014,15.416164,72.9583
148,-0.828770087174503,0.559589262410177,23.3725,24.6263,14.333846,81.875
149,-0.838279705217774,0.545240438540651,26.466651,28.292072,8.792075,68.5
150,-0.847540922892831,0.530730048161934,28.425,31.875278,7.459043,63.6667
151,-0.856550995901004,0.516062391015853,27.915849,31.583822,13.875164,67.7083
152,-0.865307254363206,0.501241813445776,25.605,26.500172,19.583229,30.5
153,-0.873807103611081,0.48627270710869,21.14,22.750778,16.959107,35.4167
154,-0.882048024955853,0.471159507673864,21.845,23.249936,8.250514,45.625
155,-0.890027576434677,0.455906693508459,22.471651,24.709064,9.292364,65.25
156,-0.897743393534234,0.440518784350495,23.881651,25.042628,8.167032,60
157,-0.905193189891397,0.425000339969554,25.2525,27.2927,12.583136,59.7917
158,-0.912374757970727,0.409355958815622,28.464151,32.000414,9.166739,62.2083
159,-0.91928596971861,0.393590276656467,29.991651,34.000214,10.042161,56.8333
160,-0.92592477719385,0.377707965203965,27.485,30.417272,9.417118,60.5
161,-0.932289213174513,0.361713730729768,26.075,28.750508,10.37495,65.4583
162,-0.938377391740864,0.345612312670734,24.5475,26.45945,10.958989,74.7917
163,-0.944187508834199,0.32940848222453,21.845,23.709164,20.45845,49.4583
164,-0.949717842791432,0.313107040935827,20.395849,23.042036,18.041961,50.7083
165,-0.954966754855255,0.29671281927349,21.453349,22.791764,11.250104,47.1667
166,-0.959932689659744,0.280230675199216,21.531651,23.292836,13.833557,68.8333
167,-0.964614175691244,0.263665492728008,22.510849,23.625278,9.582943,73.5833
168,-0.969009825724406,0.247022180480936,24.743349,26.500964,8.000336,67.0417
169,-0.973118337233262,0.230305670230612,24.860849,26.625836,6.834,66.6667
170,-0.976938492777182,0.213520915439796,21.845,23.292836,10.416825,74.625
171,-0.980469160361632,0.196672889793576,23.999151,26.084636,11.458675,77.0417
172,-0.98370929377361,0.179766585725562,26.466651,29.792714,11.541554,70.75
173,-0.986657932891657,0.162807012938517,26.231651,29.792978,15.999868,70.3333
174,-0.989314203970366,0.145799196919875,26.035849,27.334478,14.875675,57.3333
175,-0.99167731989929,0.128748177452581,24.665,26.458658,14.041257,48.3333
176,-0.993746580436178,0.111659007121695,23.96,26.083514,6.3337311,51.3333
177,-0.995521372414475,0.0945367498171996,24.0775,26.042264,7.208396,65.8333
178,-0.997001169925015,0.077386479233463,26.975849,29.708828,9.666961,63.4167
179,-0.998185534471859,0.060213277365793,26.231651,27.209408,17.542007,49.7917
180,-0.99907411510223,0.0430222330045306,24.743349,26.042528,12.415904,43.4167
181,-0.999666648510511,0.0258184402271331,25.9575,27.042692,6.874736,39.625
182,-0.999962959116266,0.0086069968886887,26.701651,28.042328,7.709154,44.4583
183,-0.999962959116266,-0.0086069968886887,25.683349,28.12595,15.333486,68.25
184,-0.999666648510511,-0.0258184402271331,26.153349,27.917522,5.4591064,63.7917
185,-0.99907411510223,-0.0430222330045306,27.093349,29.958308,8.459286,59.0417
186,-0.998185534471859,-0.060213277365793,25.84,29.251778,10.042161,74.3333
187,-0.997001169925015,-0.077386479233463,27.25,29.333486,10.6664,65.125
188,-0.995521372414475,-0.0945367498171996,25.330849,28.251878,15.083643,75.7917
189,-0.993746580436178,-0.111659007121695,26.466651,27.834428,11.250104,60.9167
190,-0.99167731989929,-0.128748177452581,27.1325,29.54165,12.292557,57.8333
191,-0.989314203970366,-0.145799196919875,27.8375,32.167064,18.916579,63.5833
192,-0.986657932891657,-0.162807012938517,29.325849,32.79215,13.417018,55.9167
193,-0.98370929377361,-0.179766585725562,27.093349,29.500664,9.790911,63.1667
194,-0.980469160361632,-0.196672889793576,23.999151,25.916864,16.124689,47.625
195,-0.976938492777182,-0.213520915439796,23.176651,25.208486,12.249811,59.125
196,-0.973118337233262,-0.230305670230612,24.273349,26.125358,13.958914,58.5
197,-0.969009825724406,-0.247022180480936,25.800849,28.208978,16.417211,60.4167
198,-0.964614175691244,-0.263665492728008,27.093349,30.45905,14.458868,65.125
199,-0.959932689659744,-0.280230675199216,28.503349,33.333614,8.7502,65.0417
200,-0.954966754855255,-0.29671281927349,28.111651,33.2921,7.625739,70.7083
201,-0.949717842791432,-0.313107040935827,30.305,38.540486,14.875407,69.125
202,-0.944187508834199,-0.32940848222453,31.871651,39.499136,8.9177,58.0417
203,-0.938377391740864,-0.345612312670734,31.910849,37.082942,8.791807,50
204,-0.932289213174513,-0.361713730729768,31.01,36.458714,11.334457,55.0833
205,-0.92592477719385,-0.377707965203965,26.936651,31.583228,6.0841561,75.7083
206,-0.91928596971861,-0.393590276656467,28.268349,30.000614,13.417286,54.0833
207,-0.912374757970727,-0.409355958815622,28.425,29.584022,12.292021,40.2917
208,-0.905193189891398,-0.425000339969554,28.620849,32.8334,11.958093,58.3333
209,-0.897743393534234,-0.440518784350495,31.401651,35.873822,11.667246,54.25
210,-0.890027576434677,-0.455906693508459,29.795849,32.083442,11.291979,46.5833
211,-0.882048024955854,-0.471159507673864,29.874151,32.166536,11.042471,48.0833
212,-0.873807103611081,-0.48627270710869,28.268349,30.417272,10.500039,55.0833
213,-0.865307254363206,-0.501241813445776,28.816651,30.666686,13.79195,49.125
214,-0.856550995901004,-0.516062391015853,26.388349,28.875842,9.084061,65.75
215,-0.847540922892831,-0.530730048161934,25.37,27.876008,13.20905,75.75
216,-0.838279705217774,-0.545240438540651,25.409151,27.333422,12.374632,63.0833
217,-0.828770087174504,-0.559589262410177,25.683349,28.626164,15.29275,75.5
218,-0.81901488666808,-0.573772267904325,26.8975,31.209272,13.499629,75.2917
219,-0.809016994374948,-0.587785252292473,27.955,30.416678,12.875725,59.2083
220,-0.798779372886365,-0.601624063224923,28.425,31.791986,10.125107,57.0417
221,-0.788305055830526,-0.615284599963328,28.033349,29.208878,13.417286,42.4167
222,-0.777597146973627,-0.628762814595835,25.7225,27.000386,11.041332,42.375
223,-0.766658819300159,-0.642054713236564,25.291651,27.166772,8.416607,41.5
224,-0.75549331407268,-0.655156357209085,24.234151,26.626628,14.167418,72.9583
225,-0.744103939871361,-0.668063864213534,23.803349,25.209608,14.916411,81.75
226,-0.732494071613579,-0.680773409477017,23.294151,24.667022,13.999918,71.2083
227,-0.720667149553861,-0.693281226886978,24.939151,26.625242,15.834043,57.8333
228,-0.70862667826446,-0.705583610107178,25.996651,28.000286,9.625689,57.5417
229,-0.696376225596872,-0.717676913675962,25.448349,27.709028,15.624936,65.4583
230,-0.683919421624611,-0.729557554086488,24.195,25.792586,9.333636,72.2917
231,-0.671259957567532,-0.741222010848596,24.7825,26.833736,6.999289,67.4167
232,-0.658401584698049,-0.752666827532008,25.409151,28.58465,16.666518,77
233,-0.64534811322955,-0.763888612790543,24.508349,26.124764,18.54225,47
234,-0.632103411187349,-0.774884041367041,22.119151,24.000422,9.833121,45.5417
235,-0.618671403262503,-0.785649855078715,23.646651,25.625672,16.958236,60.5
236,-0.605056069648849,-0.796182863782616,24.155849,26.626364,14.125811,77.1667
237,-0.591261444863578,-0.806479946320945,24.9,27.542378,5.6254875,76.125
238,-0.577291616551728,-0.816538051445916,23.96,25.946696,25.166339,85
239,-0.563150724274919,-0.82635419872391,25.231773,26.765294,20.412153,56.1765
240,-0.54884295828472,-0.835925479418637,21.923349,24.125228,10.708275,55.4583
241,-0.534372558280979,-0.845249057353063,22.040849,23.250464,8.375536,54.8333
242,-0.519743812155516,-0.854322169749827,22.863349,24.333986,5.5833311,59.7917
243,-0.50496105472152,-0.863142128049912,22.785,24.584786,9.500332,63.9167
244,-0.490028666429059,-0.871706318709322,22.236651,23.917328,9.375243,72.7083
245,-0.47495107206705,-0.880012203973536,23.450849,25.792058,12.416775,71.6667
246,-0.459732739452105,-0.888057322629493,25.330849,27.918314,13.833289,74.2083
247,-0.444378178104613,-0.895839290734909,23.646651,25.292636,14.250632,79.0417
248,-0.428891937912484,-0.903355802324685,17.38,18.0032,23.044181,88.6957
249,-0.413278607782904,-0.910604630094216,20.160849,19.919114,6.5003936,91.7083
250,-0.397542814282557,-0.917583626059394,21.793911,20.653826,12.914116,93.9565
251,-0.381689220266659,-0.924290722193093,22.55,22.210436,8.333393,89.7917
252,-0.365722523497269,-0.93072393103798,23.02,24.125492,10.291736,75.375
253,-0.349647455251228,-0.936881346295431,22.706651,24.209114,7.708618,71.375
254,-0.333468778918187,-0.942761143390421,22.284356,23.74058,5.957171,69.2174
255,-0.317191288589106,-0.948361580012172,22.589151,23.834564,9.500868,71.25
256,-0.300819807635668,-0.953680996630446,23.646651,25.3754,11.2091,69.7083
257,-0.284359187281004,-0.958717816987296,19.1425,20.542286,18.166782,70.9167
258,-0.267814305162175,-0.963470548564149,14.050849,14.45735,11.000261,59.0417
259,-0.25119006388482,-0.967937783024064,15.108349,15.581792,12.708225,71.8333
260,-0.234491389570411,-0.972118196629061,15.8525,16.375442,11.958361,69.5
261,-0.217723230396532,-0.976010550632368,17.810849,18.95855,10.166714,69
262,-0.200890555130635,-0.97961369164549,18.398349,19.126322,9.041918,88.125
263,-0.18399835165768,-0.982926551979982,19.965,20.335178,6.4590814,90
264,-0.16705162550212,-0.98594814996383,21.531651,20.627558,8.584375,90.2083
265,-0.150055398344653,-0.988677590232341,20.630849,18.46025,5.2505689,97.25
266,-0.133014706534196,-0.991114063993455,20.513349,21.251192,5.2516811,86.25
267,-0.115934599595501,-0.993256849267414,21.805849,21.794042,3.3754064,84.5
268,-0.0988201387328721,-0.995105311100698,22.510849,22.876772,7.4169,84.8333
269,-0.0816763953304229,-0.99665890175417,21.923349,21.91865,7.917457,88.5417
270,-0.0645084494493171,-0.997917160865392,21.845,21.960428,9.958143,84.875
271,-0.0473213883224323,-0.998879715585034,20.983349,21.917792,11.583161,69.9167
272,-0.0301203048469084,-0.999546280687357,18.515849,19.958714,13.833825,64.75
273,-0.0129102960750088,-0.999916658654738,11.27,11.248958,19.583832,75.375
274,0.00430353829624382,-0.99999073973619,8.763349,6.790922,14.874871,79.1667
275,0.0215160974362222,-0.999768501979891,10.055849,9.875036,5.5841686,76.0833
276,0.038722280892174,-0.999250011239683,14.755849,15.208628,13.792218,71
277,0.055916990100603,-0.998435421155564,17.301651,18.791108,11.87575,64.7917
278,0.0730951298980769,-0.997324973108156,15.225849,15.70805,9.041918,62.0833
279,0.0902516100310407,-0.995918996147179,16.009151,17.290664,1.5002439,68.4167
280,0.107381346664162,-0.994217906893952,16.518349,17.873972,3.0420814,70.125
281,0.124479263886789,-0.992222209417932,17.419151,18.582878,4.25115,72.75
282,0.141540295217043,-0.989932495087353,18.829151,19.83305,2.8343814,73.375
283,0.158559385103135,-0.987349442393986,18.633349,20.042336,9.583814,80.875
284,0.175531490421428,-0.984473816752092,17.536651,18.169322,16.62605,90.625
285,0.19245158197083,-0.981306470271609,19.690849,20.419064,9.499729,89.6667
286,0.209314645963048,-0.977848341505657,17.889151,18.95855,15.000161,71.625
287,0.226115685508288,-0.97410045517242,15.813349,16.91585,17.291561,48.3333
288,0.242849722095935,-0.970063921851507,16.048349,17.208164,18.875039,48.6667
289,0.259511797069799,-0.965739937654855,17.105849,17.70785,11.750393,57.9583
290,0.276096973097468,-0.961129783872301,17.0275,18.499586,7.375829,70.1667
291,0.292600335633348,-0.956234826591906,17.461733,17.913968,16.303713,89.5217
292,0.309016994374947,-0.951056516295153,14.364151,14.79065,28.292425,63.625
293,0.32534208471198,-0.945596387427143,12.0925,11.957336,14.833532,57.4167
294,0.341570769167855,-0.939856057941895,11.8575,12.082472,6.2086689,62.9167
295,0.357698238833125,-0.933837228822925,11.818349,11.873978,6.6673375,74.125
296,0.373719714790468,-0.927541683579197,13.776651,14.166422,7.959064,77.2083
297,0.389630449530788,-0.920971287716635,14.168349,14.58275,11.166086,62.2917
298,0.405425728359997,-0.914127988185334,14.755849,15.207836,9.959014,72.0417
299,0.421100870796089,-0.907013812802636,14.09,14.165036,13.250121,81.2917
300,0.436651231956063,-0.899630869652244,7.549151,5.041592,15.375093,58.5833
301,0.452072203932305,-0.891981346459548,3.945849,-0.957742,23.541857,88.25
302,0.467359217158002,-0.884067509943364,7.000849,5.207714,11.833339,62.375
303,0.482507741761218,-0.875891705144243,7.98,7.500158,7.12545,70.3333
304,0.49751328890718,-0.867456354729597,10.839151,10.207808,9.083257,68.375
305,0.512371412128424,-0.858763958275803,9.7425,9.748778,5.5001439,71.875
306,0.527077708642372,-0.849817091527528,11.191651,10.790786,9.166739,70.2083
307,0.541627820655981,-0.840618405634478,10.956651,10.623872,18.209193,62.25
308,0.556017436657044,-0.831170626365808,7.353349,5.374364,12.667154,51.9167
309,0.570242292691787,-0.821476553302414,8.371651,7.915628,6.1676314,73.4583
310,0.584298173628368,-0.811539059007361,10.565,10.457486,3.834075,75.875
311,0.598180914405917,-0.801361088174676,11.191651,11.208236,4.6255125,72.1667
312,0.611886401268724,-0.790945656756777,10.8,10.999214,4.1671186,75.8333
313,0.625410572985246,-0.780295851070775,9.86,8.665586,12.667489,81.3333
314,0.638749422051527,-0.769414826883938,7.235849,4.249922,21.083225,44.625
315,0.651898995878713,-0.758305808478562,8.763349,7.624172,14.208154,55.2917
316,0.664855397964286,-0.746972087696555,12.719151,12.4163,18.875307,45.8333
317,0.677614789046689,-0.735417022963986,16.91,18.624392,20.541932,58.7083
318,0.690173388242971,-0.723644038295913,16.91,17.500214,13.375411,68.875
319,0.702527474169157,-0.711656622281775,13.463349,13.831208,9.167543,93
320,0.714673386042961,-0.699458327051647,8.058349,5.332586,20.459254,57.5833
321,0.726607524768566,-0.687052767223667,4.885849,1.999586,11.291711,41
322,0.738326354003106,-0.674443618832945,7.470849,5.415878,15.041232,50.2083
323,0.749826401204569,-0.661634618242278,13.776651,14.165828,12.45865,68.4583
324,0.761104258660774,-0.648629561034981,13.0325,13.374092,9.249618,91
325,0.772156584499164,-0.635432300890177,11.583349,11.831936,7.959064,96.25
326,0.782980103677063,-0.622046748440868,12.719151,12.415442,22.500275,75.7917
327,0.793571608952147,-0.608476870115126,9.546651,8.583086,11.209368,54.9167
328,0.803927961832821,-0.594726686960764,9.625,9.124286,6.6260186,64.375
329,0.814046093508218,-0.580800273453801,9.664151,9.415742,4.5841936,68.1667
330,0.823923005757554,-0.566701756291118,13.580849,14.0828,13.999918,69.8333
331,0.83355577183857,-0.552435313167619,15.663466,16.348052,9.522174,74.3043
332,0.842941537354783,-0.538005171538299,13.541651,13.79075,17.292164,83.0833
333,0.852077521101309,-0.52341560736555,7.275,4.540586,18.167586,61.3333
334,0.860961015888994,-0.508670943852104,6.6875,4.166564,14.750586,52.4583
335,0.869589389346611,-0.493775550159977,6.765849,5.874578,6.750518,62.5833
336,0.877960084700888,-0.478733840115789,6.060849,4.499864,6.4174811,61.2917
337,0.886070621534138,-0.463550270902851,7.549151,7.0406,5.6252061,77.5833
338,0.893918596519257,-0.448229341740411,10.134151,9.99905,4.1679561,82.7083
339,0.901501684131884,-0.432775592550431,13.7375,14.1224,15.583061,94.9583
340,0.908817637339503,-0.417193602612317,11.27,10.416236,17.833725,97.0417
341,0.915864288267287,-0.401487989205973,4.494151,0.957908,16.083886,58
342,0.922639548840488,-0.385663406243607,5.669151,4.957772,5.5420189,69.5833
343,0.929141411403174,-0.369724542890673,4.925,1.583192,15.625807,50.75
344,0.935367949313148,-0.353676122176372,2.379151,0.708164,4.4582939,49
345,0.941317317512847,-0.337522899594113,3.201651,1.832936,4.25115,67.0833
346,0.946987753076075,-0.321269661692365,5.2775,3.875108,9.41685,59
347,0.952377575730397,-0.304921224656289,6.9225,6.331892,4.0842061,66.375
348,0.957485188355039,-0.288482432880609,11.8575,11.207642,17.958814,63.4167
349,0.962309077454148,-0.271958157534106,9.625,7.74845,17.458525,50.0417
350,0.966847813605277,-0.255353295116187,4.141651,0.458486000000001,16.292189,56.0833
351,0.97110005188295,-0.23867276600595,3.201651,0.208213999999998,11.375193,58.625
352,0.975064532257195,-0.221921513004165,5.003349,2.541578,11.584032,63.75
353,0.978740079966915,-0.205104499868619,10.134151,10.165964,4.1252436,59.5417
354,0.982125605868,-0.188226709843244,12.131651,12.249122,14.8338,85.8333
355,0.985220106756061,-0.171293144181478,11.896651,12.123986,3.167425,75.75
356,0.988022665663698,-0.154308820664281,9.546651,8.915858,18.374482,68.625
357,0.990532452132223,-0.137278772113265,6.2175,3.749972,12.750368,54.25
