trend,cosyear,sinyear,temp,atemp,windspeed,hum
359,0.994670819911521,-0.103101697447435,7.121733,4.82531,16.044155,50.6957
365,1,0,9.39,8.790986,12.875189,69.25
366,0.999851839209116,0.0172133561558353,4.833021,0.652063999999999,22.087555,38.1304
368,0.998666816288476,0.0516196672232542,-2.9475,-8.123758,12.3749,41.4583
369,0.997630305306586,0.0688024268023196,4.494151,2.375192,8.709129,52.4167
370,0.996298174934608,0.0859647987374468,7.705849,6.457622,11.249836,54.2083
375,0.985220106756061,0.171293144181478,4.885849,2.666186,8.791807,84.75
378,0.975064532257195,0.221921513004165,0.459999999999999,-3.916258,12.541261,45.75
381,0.962309077454148,0.271958157534106,9.533021,8.042348,23.39171,71.6087
386,0.935367949313148,0.353676122176372,-0.3625,-5.2915,13.375746,79.625
410,0.714673386042961,0.699458327051647,8.371651,7.207514,12.1672,53.125
419,0.598180914405916,0.801361088174677,11.1525,11.124086,15.916989,73.75
431,0.42110087079609,0.907013812802636,10.995849,9.4166,23.167193,51.3333
432,0.405425728359997,0.914127988185334,16.7925,18.623864,29.584721,56.75
436,0.341570769167856,0.939856057941895,13.933349,14.333072,13.916771,48.9167
447,0.158559385103135,0.987349442393986,20.278349,21.624422,7.7921,69.4167
448,0.141540295217043,0.989932495087353,15.6175,16.124378,12.916461,88.5417
452,0.0730951298980776,0.997324973108156,14.755849,15.0827,19.541957,48.125
460,-0.0645084494493158,0.997917160865392,12.445,12.456758,14.708443,37.4167
461,-0.0816763953304226,0.99665890175417,10.956651,9.790622,20.125996,37.7083
477,-0.349647455251229,0.936881346295431,10.643349,9.707264,23.084582,83.5417
480,-0.397542814282555,0.917583626059394,14.403349,15.040922,7.959064,42.7917
481,-0.413278607782904,0.910604630094216,15.421651,15.916478,11.833875,75.6667
485,-0.47495107206705,0.880012203973536,13.815849,14.207936,11.499746,57
487,-0.50496105472152,0.863142128049912,18.515849,19.501136,9.249886,79.7083
490,-0.548842958284719,0.835925479418637,21.218349,22.584128,10.250464,75.6667
491,-0.563150724274918,0.82635419872391,18.4375,20.084642,10.041893,74
494,-0.605056069648849,0.796182863782616,19.025,20.49965,14.499604,74.4167
495,-0.618671403262504,0.785649855078714,15.774151,16.457678,21.042221,55.2083
496,-0.632103411187348,0.774884041367041,17.066651,18.374978,15.874779,36.0417
498,-0.658401584698049,0.752666827532008,20.7875,22.625708,15.082839,57.625
501,-0.696376225596872,0.717676913675962,21.923349,23.33435,8.208304,69.7917
523,-0.912374757970727,0.409355958815622,20.3175,21.583172,10.54245,56.7083
528,-0.944187508834199,0.32940848222453,22.706651,23.45975,14.374582,83.3333
534,-0.973118337233262,0.230305670230612,18.711651,19.959572,11.707982,77.7917
539,-0.989314203970366,0.145799196919875,26.388349,27.084272,12.041307,53.4583
560,-0.976938492777182,-0.213520915439796,25.056651,27.958772,9.626493,69.9167
562,-0.969009825724406,-0.247022180480935,27.876651,31.79225,11.000529,64.5
564,-0.959932689659744,-0.280230675199217,29.286651,33.208478,9.208614,57.7083
565,-0.954966754855255,-0.29671281927349,28.19,31.166372,11.083743,60.0417
570,-0.92592477719385,-0.377707965203965,27.289151,30.6257,14.167418,65.5
573,-0.905193189891397,-0.425000339969555,28.738349,32.458322,10.250464,59.4583
576,-0.882048024955854,-0.471159507673864,26.349151,29.209142,10.292339,66.875
577,-0.873807103611081,-0.48627270710869,25.526651,27.751136,11.083475,70.4167
578,-0.865307254363206,-0.501241813445775,25.7225,28.042328,9.458993,67.75
581,-0.838279705217774,-0.545240438540651,29.286651,33.583622,17.249686,61.3333
584,-0.809016994374947,-0.587785252292474,26.584151,30.042986,7.832836,70.375
586,-0.788305055830525,-0.615284599963328,27.524151,30.167528,10.4587,62.0417
594,-0.696376225596872,-0.717676913675962,25.996651,-0.00159999999999982,15.500718,57.0833
596,-0.671259957567532,-0.741222010848596,21.884151,23.834564,5.79215,71.1667
607,-0.519743812155516,-0.854322169749827,25.213349,27.083414,5.1668189,59.0417
608,-0.50496105472152,-0.863142128049912,27.915849,29.5004,11.291711,58.75
611,-0.459732739452105,-0.888057322629493,25.2525,27.667514,10.125107,79.0833
623,-0.267814305162175,-0.963470548564149,20.591651,22.667222,16.583907,50.1667
626,-0.217723230396531,-0.976010550632368,21.296651,21.294422,23.958329,87.25
631,-0.133014706534196,-0.991114063993455,16.870849,18.249578,14.958286,46.7083
643,0.0730951298980769,-0.997324973108156,20.905,22.292342,7.12545,62.75
646,0.12447926388679,-0.992222209417932,10.016651,9.582128,12.708493,70.9583
656,0.292600335633348,-0.956234826591906,16.5575,17.83325,15.874779,72.8333
661,0.373719714790468,-0.927541683579197,17.575849,19.000064,6.3345686,64.1667
663,0.405425728359997,-0.914127988185334,17.85,18.959408,8.333125,80.0417
666,0.452072203932305,-0.891981346459548,14.4425,14.872886,26.666536,69.4583
668,0.482507741761218,-0.875891705144243,6.954554,4.453994,14.271603,82.5455
674,0.570242292691787,-0.821476553302414,7.000849,4.33295,15.833775,49.4167
679,0.638749422051527,-0.769414826883938,10.290849,9.999842,3.8756686,64.5417
681,0.664855397964286,-0.746972087696555,14.795,15.375278,11.625639,74.1667
683,0.690173388242971,-0.723644038295913,5.590849,2.583158,13.374875,55.2083
685,0.714673386042961,-0.699458327051647,8.215,6.915464,11.458675,52.4583
692,0.793571608952147,-0.608476870115126,9.311651,8.999414,9.917407,56.875
702,0.886070621534138,-0.46355027090285,13.2675,14.082536,5.5422936,76.75
705,0.908817637339503,-0.417193602612317,4.024151,1.041464,11.708518,50.875
728,0.999407400739705,-0.0344216116227456,3.906651,-0.00159999999999982,8.333661,75.2917
