rn,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,beta.scale,rho,lambda,omega,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
copula,0.366984758767958,0.443380789718619,0.313337639714728,0.374567729400435,0.190667567780787,0.181356810421463,0.208624748479524,0.193549708893925,0.188323146925706,0.181070837937036,0.190638804019137,0.186441492297595,,,,,,,11.4069999999992,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1238,hx2md,2019-01-03T14:08:31.290016Z
empirical_sigma.01,0.208514772820767,0.298049627910687,0.103495371324735,0.203353257352063,0.157450561554772,0.13794471484881,0.149407263779868,0.148267513394483,0.221687509816416,0.223279324842511,0.205645222255796,0.216438382295029,0.1,0.1,0.1,0.1,0.1,0.1,2.976,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1235,7kW2D,2019-01-03T14:08:31.285810Z
empirical_AIC_each_k,0.29296071778116,0.397049057920516,0.168106173347022,0.286038649682899,0.196655417201547,0.174433180769595,0.214646772637948,0.195245123536363,0.252580247967379,0.252412280532293,0.297638162431834,0.26799627766144,0.0367775201948202,0.0367775201948202,0.0367775201948202,0.0948762043062915,0.0948762043062915,0.0948762043062915,5270.513,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1235,7kW2D,2019-01-03T14:08:31.285810Z
empirical_AIC_full,0.233829068270272,0.250358567345268,0.130528457291055,0.204905364302198,0.191848110966932,0.151413366288491,0.170290785326282,0.171184087527235,0.241009054469951,0.223536928540818,0.235040570421285,0.233114647213339,0.0249902518183288,0.0763911337348432,0.0981465387536641,0.0840692217628251,0.100204732087268,0.106842180218989,5649.891,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1235,7kW2D,2019-01-03T14:08:31.285810Z
empirical_independence,1.22538561237426,1.93694925474965,0.72617013800644,1.29616833504345,0.706379028954815,0.632361309959786,0.637678043324382,0.658806127412994,0.65474770538997,0.630610101239917,0.560727349219464,0.615512928759017,Inf,Inf,Inf,Inf,Inf,Inf,2.79600000000028,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1235,7kW2D,2019-01-03T14:08:31.285810Z
Gaussian,0.201952815563464,0.482696592431979,0.156199198765277,0.28028286892024,0.123817557214389,0.112698772770934,0.120559967576228,0.119025432520517,0.105806363612115,0.0984986284307727,0.124670489854738,0.109941678565356,,,,,,,4.48500000000058,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1235,7kW2D,2019-01-03T14:08:31.285810Z
copula,0.348232232980715,0.884215921658423,0.243990532342282,0.492146228993807,0.179651518986424,0.190631427946061,0.182967983404102,0.184416976778862,0.189543964668734,0.204291766933276,0.164350261755115,0.186222569033322,,,,,,,10.9319999999989,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1235,7kW2D,2019-01-03T14:08:31.285810Z
empirical_sigma.01,0.124848045905294,0.127648493444299,0.13721084178502,0.129902460378205,0.147219003886662,0.151971447945253,0.108273042118784,0.135821164650233,0.142948008699834,0.136197205260036,0.102968915733004,0.129625375923003,0.1,0.1,0.1,0.1,0.1,0.1,3.002,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1236,7kW2D,2019-01-03T14:08:31.285810Z
empirical_AIC_each_k,0.143335364280269,0.165219799328357,0.176886178978496,0.161813780862374,0.17781940383587,0.184105028899044,0.149582881762868,0.170502438165928,0.177894406839156,0.180758115093463,0.118751602931328,0.16183917557344,0.0519851874466692,0.0519851874466692,0.0519851874466692,0.0842097977809872,0.0842097977809872,0.0842097977809872,6431.164,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1236,7kW2D,2019-01-03T14:08:31.285810Z
empirical_AIC_full,0.145335281807555,0.159634432797271,0.168765033661173,0.157911582755333,0.163230415382643,0.178528698022918,0.14080797857999,0.160855697328517,0.178884341223561,0.1913385310731,0.120275531841178,0.166576152288487,0.122402048990342,0.16797595661365,0.0539883514549029,0.100743320018217,0.0767171501159767,0.0778257799531428,5795.924,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1236,7kW2D,2019-01-03T14:08:31.285810Z
empirical_independence,0.43224697636144,0.494547199970955,0.709931156072297,0.545575110801564,0.643492823133867,0.55430299554718,0.63822662768265,0.612007482121232,0.647352060522904,0.456328381417849,0.582678822555434,0.567266319618449,Inf,Inf,Inf,Inf,Inf,Inf,2.65300000000025,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1236,7kW2D,2019-01-03T14:08:31.285810Z
Gaussian,0.130044448849745,0.184067689019231,0.17596554604668,0.163359227971885,0.168340017706969,0.134271871921202,0.100488541869678,0.134366810499283,0.147055814357037,0.101719182639431,0.0952013330931789,0.119820194720093,,,,,,,4.68400000000111,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1236,7kW2D,2019-01-03T14:08:31.285810Z
copula,0.122753053017618,0.240190339174589,0.264053419836299,0.208998937342835,0.199833818757717,0.178577925025332,0.174637926265318,0.184349890016122,0.237806870528562,0.125295566889288,0.153255135484767,0.178387641994702,,,,,,,11.2559999999994,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1236,7kW2D,2019-01-03T14:08:31.285810Z
empirical_sigma.01,0.102175314061327,0.126922694532066,0.22791825179344,0.152338753462278,0.137238147312952,0.170018430960646,0.174319873222641,0.16052548383208,0.332857207852684,0.267064102859342,0.33349246142038,0.312088517141259,0.1,0.1,0.1,0.1,0.1,0.1,3.093,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1239,z5JK6,2019-01-03T14:08:31.297354Z
empirical_AIC_each_k,0.128796320226027,0.144041277752711,0.303815786345159,0.192217794774632,0.158200326064478,0.187822682324548,0.18965872666929,0.178560578352772,0.350126313887107,0.284614548346159,0.340430981011435,0.325563958176371,0.048713795226672,0.048713795226672,0.048713795226672,0.0919577116655639,0.0919577116655639,0.0919577116655639,6034.954,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1239,z5JK6,2019-01-03T14:08:31.297354Z
empirical_AIC_full,0.133505827771436,0.177526611551092,0.461596803150251,0.25754308082426,0.170698133349714,0.218057247295756,0.209123170040383,0.199292850228618,0.352135383527499,0.317351374975923,0.379413990301555,0.349986112094422,0.214998674053596,0.017259759558607,0.0503534637888683,0.0926914445948138,0.0963041036997845,0.0757976306755616,6540.361,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1239,z5JK6,2019-01-03T14:08:31.297354Z
empirical_independence,0.630828493947016,0.412448539032078,1.06227076421732,0.701849265732137,0.598422647020944,0.631595724116103,0.590510794931188,0.606843055356078,0.608360984625666,0.662578812363568,0.551679952664122,0.607445508131352,Inf,Inf,Inf,Inf,Inf,Inf,2.88199999999961,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1239,z5JK6,2019-01-03T14:08:31.297354Z
Gaussian,0.113979420903778,0.196955512078358,0.253771019911266,0.188235317631134,0.100260339224686,0.144853442491889,0.130833814551882,0.125315865422819,0.0977308110871186,0.113228254648322,0.140889285660957,0.119697872973067,,,,,,,4.54500000000007,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1239,z5JK6,2019-01-03T14:08:31.297354Z
copula,0.193132261321547,0.248009488247443,0.261946520255785,0.234362756608259,0.161234806499962,0.186502930034418,0.165058089916776,0.170931942150385,0.154943892121537,0.146781559825292,0.149228446893662,0.150266588033228,,,,,,,11.0389999999989,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1239,z5JK6,2019-01-03T14:08:31.297354Z
empirical_sigma.01,0.0935294880634996,0.190780191449198,0.113646799649467,0.132652159720721,0.0925075983702318,0.111254139021927,0.13365251828693,0.112471418559696,0.144294739651337,0.101090390048412,0.150845398238324,0.134519213435822,0.1,0.1,0.1,0.1,0.1,0.1,3.02800000000025,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,952kT,2019-01-03T16:50:31.096573Z
empirical_AIC_each_k,0.10298868001135,0.232314638587795,0.141467300454733,0.158923539684626,0.124965326119686,0.141518442634613,0.180883793763138,0.149122520839146,0.206267844958099,0.13850440310496,0.235891824155705,0.198532465609512,0.0666709182515484,0.0666709182515484,0.0666709182515484,0.0808886025564183,0.0808886025564183,0.0808886025564183,6530.134,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,952kT,2019-01-03T16:50:31.096573Z
empirical_AIC_full,0.11127628635388,0.29053942951603,0.152341766532916,0.184719160800942,0.127187841799932,0.156779492104639,0.205025953476431,0.162997762460334,0.209119451553029,0.179297536336912,0.303188972427815,0.237891708067823,0.0846170384564217,0.155663583325627,0.0340241137123322,0.0875720321835092,0.0698567556362817,0.0844710646914992,5944.623,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,952kT,2019-01-03T16:50:31.096573Z
empirical_independence,0.832891663376032,0.949915539781056,0.451654390938585,0.744820531365224,0.827008436859199,0.752020504699892,0.588246845098269,0.72242526221912,1.03964303845704,0.764765654590161,0.578393678440613,0.819918858355521,Inf,Inf,Inf,Inf,Inf,Inf,2.79299999999785,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,952kT,2019-01-03T16:50:31.096573Z
Gaussian,0.182589361908075,0.118218283899062,0.118437749148558,0.139748464985232,0.150436776336172,0.127507118016926,0.142273057264934,0.140072317206011,0.189360021416809,0.130771267658905,0.128085884946892,0.151845769996092,,,,,,,4.73800000000119,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,952kT,2019-01-03T16:50:31.096573Z
copula,0.332539367550725,0.238901051808761,0.219287275584613,0.2635758983147,0.27075308357664,0.227263430185631,0.241241429668319,0.246419314476863,0.354302713641241,0.228206782048276,0.208195781974365,0.271087602800215,,,,,,,10.851999999999,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,952kT,2019-01-03T16:50:31.096573Z
empirical_sigma.01,0.144209617238517,0.132456535749068,0.136973193735922,0.137879782241169,0.125231660681002,0.153817442735541,0.127326701124215,0.135458601513586,0.114488772786994,0.158146138298945,0.137185590645355,0.137920720215048,0.1,0.1,0.1,0.1,0.1,0.1,2.91200000000026,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1236,wrA9Y,2019-01-03T17:32:53.516927Z
empirical_AIC_each_k,0.149114075463607,0.244635598079374,0.248980181670767,0.214243285071249,0.159187753856494,0.213706837856345,0.189121885825159,0.187338825846,0.15164735282913,0.227661374077667,0.213823658452942,0.201027993705986,0.0272535434304928,0.0272535434304928,0.0272535434304928,0.0823914226001812,0.0823914226001812,0.0823914226001812,5431.166,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1236,wrA9Y,2019-01-03T17:32:53.516927Z
empirical_AIC_full,0.167248756649206,0.265139758207425,0.185630401649491,0.206006305502041,0.145909998874181,0.223512502048108,0.198533664821292,0.189318721914527,0.15298884324035,0.226538752195094,0.234774344688446,0.209860909887429,0.190460267541079,0.0243450219492102,0.0314469645724374,0.0759101523228891,0.065783607215404,0.0998003229471276,7031.952,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1236,wrA9Y,2019-01-03T17:32:53.516927Z
empirical_independence,0.67592050273686,1.10211227295774,1.07283181612995,0.950288197274848,0.777111306331632,0.659084586669601,0.762848322283515,0.733014738428249,0.786590561012034,0.551677012900567,0.699260146692051,0.685789059842648,Inf,Inf,Inf,Inf,Inf,Inf,2.8650000000016,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1236,wrA9Y,2019-01-03T17:32:53.516927Z
Gaussian,0.198128602731503,0.236999114827587,0.150358483395097,0.195162066984729,0.186832888827587,0.153389074872251,0.116540937311864,0.152254300337234,0.171606613293758,0.120376825902815,0.110820842654496,0.139433724813543,,,,,,,4.8739999999998,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1236,wrA9Y,2019-01-03T17:32:53.516927Z
copula,0.150845599366985,0.52401575643124,0.315744171668808,0.330201842489011,0.23955984804403,0.244777624663171,0.229165086450668,0.237834186385956,0.279805899878711,0.177383969087554,0.183034310536444,0.217888725963828,,,,,,,11.1280000000006,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1236,wrA9Y,2019-01-03T17:32:53.516927Z
empirical_sigma.01,0.215621577871293,0.135603459824939,0.14059096452186,0.163938667406031,0.166161129417751,0.151334230155402,0.179045506338045,0.165513621970399,0.282625411095396,0.223779067061353,0.342571391218406,0.286380272441374,0.1,0.1,0.1,0.1,0.1,0.1,2.97400000000016,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1235,0MDMd,2019-01-03T17:11:06.518310Z
empirical_AIC_each_k,0.191162118850868,0.227025265675057,0.152194614785028,0.190127333103651,0.161797308986098,0.192542531583943,0.231293701627178,0.195211180732406,0.202091982777447,0.292348875550708,0.394754881512007,0.306967366874077,0.0374838522361368,0.0374838522361368,0.0374838522361368,0.090478186765565,0.090478186765565,0.090478186765565,7642.836,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1235,0MDMd,2019-01-03T17:11:06.518310Z
empirical_AIC_full,0.204887277104042,0.235910011325292,0.156956064605223,0.199251117678186,0.162941687594289,0.187064490174489,0.232745096793685,0.194250424854154,0.205771257095396,0.278902089421257,0.393477808274983,0.303114908107263,0.0319810391520159,0.0447997814900504,0.0381062669559488,0.0870845666097856,0.0850668029153012,0.102417552465312,6505.414,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1235,0MDMd,2019-01-03T17:11:06.518310Z
empirical_independence,1.30318126747584,0.993828443899824,0.901720611047856,1.06624344080784,0.831997225102884,0.76018177951937,0.774476696683248,0.788885233768501,0.790864750831974,0.793825058074588,0.722132841581716,0.76770522942614,Inf,Inf,Inf,Inf,Inf,Inf,2.79300000000148,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1235,0MDMd,2019-01-03T17:11:06.518310Z
Gaussian,0.140092336971911,0.223016207904553,0.0899553813603917,0.151021308745619,0.146665660370682,0.124047065994204,0.128114306986401,0.132942344450429,0.15738230617792,0.125722420861393,0.156387046453468,0.147070238686624,,,,,,,4.74099999999817,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1235,0MDMd,2019-01-03T17:11:06.518310Z
copula,0.287525958025904,0.444342493217442,0.24117491603835,0.324347789093899,0.244364197817448,0.247710629042802,0.227140904103589,0.239738576987946,0.236607250925124,0.264381173600714,0.212228851112763,0.238063479013553,,,,,,,10.8549999999996,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1235,0MDMd,2019-01-03T17:11:06.518310Z
empirical_sigma.01,0.211161648859786,0.113375010317187,0.365866666932323,0.230134442036432,0.149413606868977,0.147191027243949,0.166274178176066,0.154292937429664,0.220934186850409,0.19909799901358,0.294332266535193,0.240922399881609,0.1,0.1,0.1,0.1,0.1,0.1,2.92200000000048,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1238,eT4oj,2019-01-03T17:02:03.184831Z
empirical_AIC_each_k,0.334966622366142,0.236011535213143,0.7469924023432,0.439323519974162,0.255192587902342,0.276758314609007,0.256464984647871,0.26280529571974,0.336740168529487,0.342537838605224,0.35865315904451,0.345083702737653,0.0215649620937841,0.0215649620937841,0.0215649620937841,0.0726890481570107,0.0726890481570107,0.0726890481570107,7536.765,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1238,eT4oj,2019-01-03T17:02:03.184831Z
empirical_AIC_full,0.329563513923373,0.234253730768083,0.794532081926938,0.452783108872798,0.266868650411561,0.276629111497217,0.24619510827536,0.263230956728046,0.347066391111044,0.353639097387336,0.348945199759585,0.348953822274589,0.0200899574594887,0.0205337394695122,0.026393434658062,0.0852055181854423,0.0748141442102347,0.0613966644778442,7820.095,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1238,eT4oj,2019-01-03T17:02:03.184831Z
empirical_independence,0.9697716679846,0.767142046175412,1.85640335996339,1.19777235804113,0.825575102647288,0.80200081344931,0.924487340963344,0.850687752353314,0.820962121150351,0.785738531047755,0.799106943895418,0.801145466788882,Inf,Inf,Inf,Inf,Inf,Inf,2.76800000000003,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1238,eT4oj,2019-01-03T17:02:03.184831Z
